filingDate,year,form,accessionNumber,DocumentName,is10K
2020-04-17,2020,4,0000320193-20-000044,xslF345X03/wf-form4_158716262832690.xml,0
2020-04-09,2020,4,0000320193-20-000041,xslF345X03/wf-form4_158647142758084.xml,0
2020-04-03,2020,4,0000320193-20-000039,xslF345X03/wf-form4_158595308536827.xml,0
2020-04-03,2020,4,0000320193-20-000038,xslF345X03/wf-form4_158595302992961.xml,0
2020-02-28,2020,4,0000320193-20-000035,xslF345X03/wf-form4_158293300685250.xml,0
2020-02-28,2020,4,0000320193-20-000034,xslF345X03/wf-form4_158293293482087.xml,0
2020-02-28,2020,4,0000320193-20-000033,xslF345X03/wf-form4_158293286599770.xml,0
2020-02-28,2020,4,0000320193-20-000032,xslF345X03/wf-form4_158293278709070.xml,0
2020-02-28,2020,4,0000320193-20-000031,xslF345X03/wf-form4_158293272634137.xml,0
2020-02-28,2020,4,0000320193-20-000030,xslF345X03/wf-form4_158293266204383.xml,0
2020-02-27,2020,8-K,0001193125-20-050884,d865740d8k.htm,0
2020-02-18,2020,8-K,0001193125-20-039203,d845033d8k.htm,0
2020-02-14,2020,SC 13G/A,0001193125-20-038381,d852265dsc13ga.htm,0
2020-02-12,2020,SC 13G/A,0001104659-20-018528,tv01779-appleinc.htm,0
2020-02-10,2020,SC 13G/A,0000834237-20-008795,us0378331005_020720.txt,0
2020-02-06,2020,SD,0001193125-20-026822,d877299dsd.htm,0
2020-02-04,2020,4,0000320193-20-000023,xslF345X03/wf-form4_158085938309797.xml,0
2020-02-04,2020,4,0000320193-20-000022,xslF345X03/wf-form4_158085933339951.xml,0
2020-02-04,2020,4,0000320193-20-000021,xslF345X03/wf-form4_158085927075591.xml,0
2020-02-04,2020,4,0000320193-20-000020,xslF345X03/wf-form4_158085920919420.xml,0
2020-02-04,2020,4,0000320193-20-000019,xslF345X03/wf-form4_158085915125497.xml,0
2020-02-04,2020,4,0000320193-20-000018,xslF345X03/wf-form4_158085910047342.xml,0
2020-01-29,2020,4,0000320193-20-000011,xslF345X03/wf-form4_158034061831540.xml,0
2020-01-29,2020,10-Q,0000320193-20-000010,a10-qq1202012282019.htm,0
2020-01-28,2020,8-K,0000320193-20-000008,a8-kq1202012282019.htm,0
2020-01-27,2020,PX14A6G,0001214659-20-000610,j127200px14a6g.htm,0
2020-01-22,2020,PX14A6G,0001387131-20-000386,aapl-px14a6g_022620.htm,0
2020-01-03,2020,DEFA14A,0001193125-20-001452,d799146ddefa14a.htm,0
2020-01-03,2020,DEF 14A,0001193125-20-001450,d799303ddef14a.htm,0
2020-01-02,2020,4,0000320193-20-000002,xslF345X03/wf-form4_157800786035380.xml,0
2019-11-15,2019,CERT,0001354457-19-000604,8A_Cert_AAPL.pdf,0
2019-11-15,2019,8-A12B,0001193125-19-292825,d827578d8a12b.htm,0
2019-11-15,2019,8-K,0001193125-19-292676,d828969d8k.htm,0
2019-11-14,2019,4,0000320193-19-000123,xslF345X03/wf-form4_157377424820890.xml,0
2019-11-08,2019,424B2,0001193125-19-288412,d804226d424b2.htm,0
2019-11-07,2019,4,0000320193-19-000121,xslF345X03/wf-form4_157316940649990.xml,0
2019-11-07,2019,FWP,0001193125-19-287351,d826022dfwp.htm,0
2019-11-07,2019,424B2,0001193125-19-286514,d804226d424b2.htm,0
2019-10-31,2019,S-8 POS,0001193125-19-280516,d800564ds8pos.htm,0
2019-10-31,2019,10-K,0000320193-19-000119,a10-k20199282019.htm,1
2019-10-30,2019,8-K,0000320193-19-000117,a8-kq420199282019.htm,0
2019-10-17,2019,4,0000320193-19-000113,xslF345X03/wf-form4_157135154697018.xml,0
2019-10-17,2019,4,0000320193-19-000112,xslF345X03/wf-form4_157135144806488.xml,0
2019-10-09,2019,4,0000320193-19-000109,xslF345X03/wf-form4_157066032478147.xml,0
2019-10-03,2019,4,0000320193-19-000107,xslF345X03/wf-form4_157014197957378.xml,0
2019-10-03,2019,4,0000320193-19-000106,xslF345X03/wf-form4_157014186524822.xml,0
2019-10-01,2019,4,0000320193-19-000103,xslF345X03/wf-form4_156996927774723.xml,0
2019-10-01,2019,4,0000320193-19-000102,xslF345X03/wf-form4_156996921603511.xml,0
2019-10-01,2019,4,0000320193-19-000101,xslF345X03/wf-form4_156996915065922.xml,0
2019-10-01,2019,4,0000320193-19-000100,xslF345X03/wf-form4_156996908478756.xml,0
2019-10-01,2019,4,0000320193-19-000099,xslF345X03/wf-form4_156996902282904.xml,0
2019-09-13,2019,8-K,0000320193-19-000093,a8-kseptember201991019.htm,0
2019-09-11,2019,8-K,0001193125-19-242975,d777124d8k.htm,0
2019-09-05,2019,424B2,0001193125-19-238922,d751814d424b2.htm,0
2019-09-05,2019,FWP,0001193125-19-237993,d777130dfwp.htm,0
2019-09-04,2019,424B2,0001193125-19-237090,d751814d424b2.htm,0
2019-08-27,2019,4,0000320193-19-000090,xslF345X03/wf-form4_156694501621463.xml,0
2019-08-26,2019,4,0000320193-19-000088,xslF345X03/wf-form4_156685147551694.xml,0
2019-08-14,2019,4,0000320193-19-000086,xslF345X03/wf-form4_156582182214854.xml,0
2019-08-05,2019,4,0000320193-19-000082,xslF345X03/wf-form4_156504439014885.xml,0
2019-08-05,2019,4,0000320193-19-000081,xslF345X03/wf-form4_156504433855286.xml,0
2019-08-05,2019,4,0000320193-19-000080,xslF345X03/wf-form4_156504427145036.xml,0
2019-07-31,2019,10-Q,0000320193-19-000076,a10-qq320196292019.htm,0
2019-07-30,2019,8-K,0000320193-19-000073,a8-kq320196292019.htm,0
2019-05-07,2019,4,0000320193-19-000070,xslF345X03/wf-form4_155726823464315.xml,0
2019-05-06,2019,4,0000320193-19-000069,xslF345X03/wf-form4_155718184308434.xml,0
2019-05-01,2019,10-Q,0000320193-19-000066,a10-qq220193302019.htm,0
2019-04-30,2019,8-K,0000320193-19-000063,a8-kq220193302019.htm,0
2019-04-17,2019,4,0000320193-19-000060,xslF345X03/wf-form4_155554044049297.xml,0
2019-04-17,2019,4,0000320193-19-000059,xslF345X03/wf-form4_155554036612827.xml,0
2019-04-17,2019,3/A,0000320193-19-000058,xslF345X02/wf-form3a_155554028715520.xml,0
2019-04-09,2019,4,0000320193-19-000054,xslF345X03/wf-form4_155484903395532.xml,0
2019-04-03,2019,4,0000320193-19-000052,xslF345X03/wf-form4_155433069460529.xml,0
2019-04-03,2019,4,0000320193-19-000051,xslF345X03/wf-form4_155433063141322.xml,0
2019-03-14,2019,CERT,0001354457-19-000130,AAPL_Cert.pdf,0
2019-03-14,2019,25,0001193125-19-074874,d719398d25.htm,0
2019-03-14,2019,8-A12B,0001193125-19-074868,d720211d8a12b.htm,0
2019-03-05,2019,4,0000320193-19-000046,xslF345X03/wf-form4_155182895326790.xml,0
2019-03-05,2019,4,0000320193-19-000045,xslF345X03/wf-form4_155182889283168.xml,0
2019-03-05,2019,4,0000320193-19-000044,xslF345X03/wf-form4_155182883124053.xml,0
2019-03-05,2019,4,0000320193-19-000043,xslF345X03/wf-form4_155182876082716.xml,0
2019-03-05,2019,4,0000320193-19-000042,xslF345X03/wf-form4_155182869211407.xml,0
2019-03-05,2019,4,0000320193-19-000041,xslF345X03/wf-form4_155182861814144.xml,0
2019-03-05,2019,4,0000320193-19-000040,xslF345X03/wf-form4_155182854534604.xml,0
2019-03-04,2019,8-K,0000320193-19-000032,copyofreference8-kform8xkq.htm,0
2019-02-15,2019,SD,0001193125-19-041571,d694085dsd.htm,0
2019-02-14,2019,SC 13G,0001193125-19-041014,d667611dsc13g.htm,0
2019-02-11,2019,SC 13G/A,0000932471-19-004418,appleinc.htm,0
2019-02-07,2019,4,0000320193-19-000030,xslF345X03/wf-form4_154958296589351.xml,0
2019-02-07,2019,3,0000320193-19-000029,xslF345X02/wf-form3_154958223758270.xml,0
2019-02-06,2019,8-K,0000320193-19-000026,a8-kfebruary2019252019.htm,0
2019-02-05,2019,4,0000320193-19-000024,xslF345X03/wf-form4_154941004809567.xml,0
2019-02-05,2019,4,0000320193-19-000023,xslF345X03/wf-form4_154940998460508.xml,0
2019-02-05,2019,4,0000320193-19-000022,xslF345X03/wf-form4_154940992221908.xml,0
2019-02-05,2019,4,0000320193-19-000021,xslF345X03/wf-form4_154940984777970.xml,0
2019-02-05,2019,4,0000320193-19-000020,xslF345X03/wf-form4_154940978487594.xml,0
2019-02-05,2019,4,0000320193-19-000019,xslF345X03/wf-form4_154940971963917.xml,0
2019-02-05,2019,4,0000320193-19-000018,xslF345X03/wf-form4_154940965388838.xml,0
2019-02-05,2019,PX14A6G,0001214659-19-000797,j24190px14a6g.htm,0
2019-02-04,2019,SC 13G/A,0000215457-19-003343,us0378331005_020419.txt,0
2019-01-30,2019,10-Q,0000320193-19-000010,a10-qq1201912292018.htm,0
2019-01-29,2019,8-K,0000320193-19-000007,a8-kq1201912292018.htm,0
2019-01-28,2019,4,0000320193-19-000004,xslF345X03/wf-form4_154871824787707.xml,0
2019-01-08,2019,DEFA14A,0001193125-19-004678,d668059ddefa14a.htm,0
2019-01-08,2019,DEF 14A,0001193125-19-004664,d667873ddef14a.htm,0
2019-01-02,2019,8-K,0000320193-19-000002,a8-kjanuary2019122019.htm,0
2018-11-21,2018,4,0000320193-18-000149,xslF345X03/wf-form4_154284308216532.xml,0
2018-11-15,2018,4,0000320193-18-000147,xslF345X03/wf-form4_154232465480280.xml,0
2018-11-05,2018,S-3ASR,0001193125-18-317844,d644900ds3asr.htm,0
2018-11-05,2018,10-K,0000320193-18-000145,a10-k20189292018.htm,1
2018-11-01,2018,8-K,0000320193-18-000142,a8-kq420189292018.htm,0
2018-10-17,2018,4,0000320193-18-000139,xslF345X03/wf-form4_153981541459967.xml,0
2018-10-05,2018,4,0000320193-18-000137,xslF345X03/wf-form4_153877878310747.xml,0
2018-10-05,2018,4,0000320193-18-000136,xslF345X03/wf-form4_153877872133212.xml,0
2018-10-05,2018,4,0000320193-18-000135,xslF345X03/wf-form4_153877866095942.xml,0
2018-10-03,2018,4,0000320193-18-000131,xslF345X03/wf-form4_153860603163051.xml,0
2018-10-03,2018,4,0000320193-18-000130,xslF345X03/wf-form4_153860597104703.xml,0
2018-10-03,2018,4,0000320193-18-000129,xslF345X03/wf-form4_153860589217680.xml,0
2018-10-02,2018,4,0000320193-18-000125,xslF345X03/wf-form4_153851977931242.xml,0
2018-10-02,2018,4,0000320193-18-000124,xslF345X03/wf-form4_153851972725526.xml,0
2018-10-02,2018,4,0000320193-18-000123,xslF345X03/wf-form4_153851966439459.xml,0
2018-10-02,2018,4,0000320193-18-000122,xslF345X03/wf-form4_153851960893694.xml,0
2018-10-02,2018,4,0000320193-18-000121,xslF345X03/wf-form4_153851955377044.xml,0
2018-08-28,2018,4,0000320193-18-000115,xslF345X03/wf-form4_153549547286956.xml,0
2018-08-23,2018,S-8,0001193125-18-256354,d609898ds8.htm,0
2018-08-21,2018,4,0000320193-18-000113,xslF345X03/wf-form4_153489248141557.xml,0
2018-08-21,2018,4,0000320193-18-000112,xslF345X03/wf-form4_153489235873857.xml,0
2018-08-17,2018,4,0000320193-18-000109,xslF345X03/wf-form4_153454502801733.xml,0
2018-08-10,2018,4,0000320193-18-000107,xslF345X03/wf-form4_153394039211365.xml,0
2018-08-10,2018,4,0000320193-18-000106,xslF345X03/wf-form4_153394028523209.xml,0
2018-08-06,2018,4,0000320193-18-000103,xslF345X03/wf-form4_153359461891019.xml,0
2018-08-01,2018,10-Q,0000320193-18-000100,a10-qq320186302018.htm,0
2018-07-31,2018,8-K,0000320193-18-000098,a8-kq320186302018.htm,0
2018-07-11,2018,4,0000320193-18-000095,xslF345X03/wf-form4_153134826427557.xml,0
2018-06-18,2018,4,0000320193-18-000092,xslF345X03/wf-form4_152936101490685.xml,0
2018-06-12,2018,4,0000320193-18-000090,xslF345X03/wf-form4_152884262050898.xml,0
2018-06-04,2018,4,0000320193-18-000088,xslF345X03/wf-form4_152815141411532.xml,0
2018-05-31,2018,4,0000320193-18-000086,xslF345X03/wf-form4_152780585957689.xml,0
2018-05-25,2018,4,0000320193-18-000084,xslF345X03/wf-form4_152728745985789.xml,0
2018-05-21,2018,4,0000320193-18-000082,xslF345X03/wf-form4_152694183324049.xml,0
2018-05-18,2018,4,0000320193-18-000080,xslF345X03/wf-form4_152668264478876.xml,0
2018-05-15,2018,4,0000320193-18-000078,xslF345X03/wf-form4_152642343017017.xml,0
2018-05-11,2018,4,0000320193-18-000076,xslF345X03/wf-form4_152607794990188.xml,0
2018-05-10,2018,4,0000320193-18-000074,xslF345X03/wf-form4_152599148061399.xml,0
2018-05-08,2018,8-K/A,0001193125-18-154948,d563832d8ka.htm,0
2018-05-07,2018,4,0000320193-18-000072,xslF345X03/wf-form4_152573222606599.xml,0
2018-05-07,2018,8-K,0001193125-18-154515,d563832d8k.htm,0
2018-05-02,2018,10-Q,0000320193-18-000070,a10-qq220183312018.htm,0
2018-05-01,2018,8-K,0000320193-18-000067,a8-kq220183312018.htm,0
2018-04-17,2018,4,0000320193-18-000064,xslF345X03/wf-form4_152400428847158.xml,0
2018-04-17,2018,4,0000320193-18-000063,xslF345X03/wf-form4_152400423176100.xml,0
2018-04-16,2018,4,0000320193-18-000060,xslF345X03/wf-form4_152391784210514.xml,0
2018-04-06,2018,4,0000320193-18-000058,xslF345X03/wf-form4_152305384529017.xml,0
2018-04-05,2018,4,0000320193-18-000057,xslF345X03/wf-form4_152296745064089.xml,0
2018-04-03,2018,4,0000320193-18-000054,xslF345X03/wf-form4_152279495069184.xml,0
2018-04-03,2018,4,0000320193-18-000053,xslF345X03/wf-form4_152279488511967.xml,0
2018-04-03,2018,4,0000320193-18-000052,xslF345X03/wf-form4_152279483540589.xml,0
2018-04-03,2018,4,0000320193-18-000051,xslF345X03/wf-form4_152279479066592.xml,0
2018-04-03,2018,4,0000320193-18-000050,xslF345X03/wf-form4_152279471770222.xml,0
2018-04-03,2018,4,0000320193-18-000049,xslF345X03/wf-form4_152279465769401.xml,0
2018-04-03,2018,4,0000320193-18-000048,xslF345X03/wf-form4_152279460818145.xml,0
2018-03-07,2018,SD,0001193125-18-073716,d538673dsd.htm,0
2018-02-20,2018,4,0000320193-18-000040,xslF345X03/wf-form4_151916941098122.xml,0
2018-02-15,2018,4,0000320193-18-000037,xslF345X03/wf-form4_151873776941650.xml,0
2018-02-15,2018,4,0000320193-18-000036,xslF345X03/wf-form4_151873771953304.xml,0
2018-02-15,2018,4,0000320193-18-000035,xslF345X03/wf-form4_151873766872367.xml,0
2018-02-15,2018,4,0000320193-18-000034,xslF345X03/wf-form4_151873761103884.xml,0
2018-02-15,2018,4,0000320193-18-000033,xslF345X03/wf-form4_151873755044531.xml,0
2018-02-15,2018,4,0000320193-18-000032,xslF345X03/wf-form4_151873748320537.xml,0
2018-02-15,2018,4,0000320193-18-000031,xslF345X03/wf-form4_151873742057861.xml,0
2018-02-14,2018,8-K,0001193125-18-045761,d374908d8k.htm,0
2018-02-12,2018,SC 13G/A,0000932471-18-004625,appleinc.htm,0
2018-02-08,2018,4,0000320193-18-000023,xslF345X03/wf-form4_151813262859954.xml,0
2018-02-05,2018,4,0000320193-18-000021,xslF345X03/wf-form4_151787379347066.xml,0
2018-02-05,2018,4,0000320193-18-000020,xslF345X03/wf-form4_151787375000361.xml,0
2018-02-05,2018,4,0000320193-18-000019,xslF345X03/wf-form4_151787368848629.xml,0
2018-02-05,2018,4,0000320193-18-000018,xslF345X03/wf-form4_151787363289356.xml,0
2018-02-05,2018,4,0000320193-18-000017,xslF345X03/wf-form4_151787355536092.xml,0
2018-02-05,2018,4,0000320193-18-000016,xslF345X03/wf-form4_151787350514336.xml,0
2018-02-05,2018,4,0000320193-18-000015,xslF345X03/wf-form4_151787343921146.xml,0
2018-02-02,2018,10-Q,0000320193-18-000007,a10-qq1201812302017.htm,0
2018-02-01,2018,8-K,0000320193-18-000005,a8-kq1201812302017.htm,0
2018-01-29,2018,SC 13G/A,0000215457-18-003762,us0378331005_012918.txt,0
2018-01-09,2018,4,0000320193-18-000002,xslF345X03/wf-form4_151554062441822.xml,0
2017-12-27,2017,DEFA14A,0001193125-17-380132,d396272ddefa14a.htm,0
2017-12-27,2017,DEF 14A,0001193125-17-380130,d400278ddef14a.htm,0
2017-12-11,2017,4,0000320193-17-000087,xslF345X03/wf-form4_151303504615549.xml,0
2017-12-04,2017,4,0000320193-17-000085,xslF345X03/wf-form4_151243036024161.xml,0
2017-11-27,2017,4,0000320193-17-000083,xslF345X03/wf-form4_151182543114594.xml,0
2017-11-16,2017,4,0000320193-17-000081,xslF345X03/wf-form4_151087508159949.xml,0
2017-11-15,2017,4,0000320193-17-000079,xslF345X03/wf-form4_151078880413808.xml,0
2017-11-15,2017,4,0000320193-17-000078,xslF345X03/wf-form4_151078874247280.xml,0
2017-11-15,2017,3,0000320193-17-000077,xslF345X02/wf-form3_151078866524134.xml,0
2017-11-13,2017,8-K,0001193125-17-341015,d478060d8k.htm,0
2017-11-07,2017,424B2,0001193125-17-335805,d475365d424b2.htm,0
2017-11-07,2017,FWP,0001193125-17-334724,d480547dfwp.htm,0
2017-11-06,2017,424B2,0001193125-17-333582,d475365d424b2.htm,0
2017-11-03,2017,10-K,0000320193-17-000070,a10-k20179302017.htm,1
2017-11-02,2017,8-K,0000320193-17-000067,a8-kq420179302017.htm,0
2017-10-17,2017,4,0000320193-17-000063,xslF345X03/wf-form4_150828044948163.xml,0
2017-10-17,2017,4,0000320193-17-000062,xslF345X03/wf-form4_150828038824181.xml,0
2017-10-17,2017,4,0000320193-17-000061,xslF345X03/wf-form4_150828027600542.xml,0
2017-10-17,2017,4,0000320193-17-000060,xslF345X03/wf-form4_150828022415662.xml,0
2017-10-17,2017,4,0000320193-17-000059,xslF345X03/wf-form4_150828017246106.xml,0
2017-10-17,2017,4,0000320193-17-000058,xslF345X03/wf-form4_150828010037766.xml,0
2017-10-17,2017,4,0000320193-17-000057,xslF345X03/wf-form4_150828003638615.xml,0
2017-10-17,2017,4,0000320193-17-000056,xslF345X03/wf-form4_150827998628260.xml,0
2017-10-17,2017,4,0000320193-17-000055,xslF345X03/wf-form4_150827993959614.xml,0
2017-10-12,2017,8-K,0001193125-17-308859,d386231d8k.htm,0
2017-10-10,2017,4,0000320193-17-000045,xslF345X03/wf-form4_150767467144201.xml,0
2017-10-05,2017,4,0000320193-17-000043,xslF345X03/wf-form4_150724283880617.xml,0
2017-10-05,2017,4,0000320193-17-000042,xslF345X03/wf-form4_150724278525543.xml,0
2017-10-03,2017,4,0000320193-17-000039,xslF345X03/wf-form4_150707026587310.xml,0
2017-10-03,2017,4,0000320193-17-000038,xslF345X03/wf-form4_150707022096581.xml,0
2017-10-03,2017,4,0000320193-17-000037,xslF345X03/wf-form4_150707017081508.xml,0
2017-10-03,2017,4,0000320193-17-000036,xslF345X03/wf-form4_150707011795652.xml,0
2017-10-03,2017,4,0000320193-17-000035,xslF345X03/wf-form4_150707006333873.xml,0
2017-10-03,2017,4,0000320193-17-000034,xslF345X03/wf-form4_150707000038940.xml,0
2017-10-03,2017,4,0000320193-17-000033,xslF345X03/wf-form4_150706994103772.xml,0
2017-10-03,2017,4,0000320193-17-000032,xslF345X03/wf-form4_150706989617764.xml,0
2017-09-12,2017,8-K,0001193125-17-282809,d434478d8k.htm,0
2017-09-06,2017,424B2,0001193125-17-277897,d453793d424b2.htm,0
2017-09-06,2017,FWP,0001193125-17-276961,d451794dfwp.htm,0
2017-09-05,2017,424B2,0001193125-17-276117,d453793d424b2.htm,0
2017-08-30,2017,4,0000320193-17-000023,xslF345X03/wf-form4_150413222111835.xml,0
2017-08-28,2017,4,0000320193-17-000021,xslF345X03/wf-form4_150396481887759.xml,0
2017-08-18,2017,4,0000320193-17-000018,xslF345X03/wf-form4_150309542055431.xml,0
2017-08-18,2017,8-K,0001193125-17-262261,d593893d8k.htm,0
2017-08-17,2017,4,0000320193-17-000017,xslF345X03/wf-form4_150300904326605.xml,0
2017-08-16,2017,424B2,0001193125-17-258933,d433785d424b2.htm,0
2017-08-15,2017,FWP,0001193125-17-258729,d612765dfwp.htm,0
2017-08-15,2017,424B2,0001193125-17-258040,d433785d424b2.htm,0
2017-08-09,2017,4,0000320193-17-000015,xslF345X03/wf-form4_150231792959896.xml,0
2017-08-09,2017,4,0000320193-17-000014,xslF345X03/wf-form4_150231787803625.xml,0
2017-08-09,2017,4,0000320193-17-000013,xslF345X03/wf-form4_150231783126553.xml,0
2017-08-02,2017,10-Q,0000320193-17-000009,a10-qq32017712017.htm,0
2017-08-01,2017,8-K,0000320193-17-000006,a8-kq32017712017.htm,0
2017-07-10,2017,4,0000320193-17-000003,xslF345X03/wf-form4_149972580917613.xml,0
2017-06-20,2017,8-K,0001193125-17-208226,d413980d8k.htm,0
2017-06-16,2017,4,0001628280-17-006558,xslF345X03/wf-form4_149765220991664.xml,0
2017-06-14,2017,424B2,0001193125-17-203548,d412075d424b2.htm,0
2017-06-14,2017,FWP,0001193125-17-202772,d413957dfwp.htm,0
2017-06-13,2017,424B2,0001193125-17-201958,d412075d424b2.htm,0
2017-06-09,2017,4,0001628280-17-006357,xslF345X03/wf-form4_149704742969407.xml,0
2017-06-06,2017,4,0001628280-17-006261,xslF345X03/wf-form4_149678821830800.xml,0
2017-05-31,2017,4,0001628280-17-006119,xslF345X03/wf-form4_149626981246801.xml,0
2017-05-30,2017,4,0001628280-17-006040,xslF345X03/wf-form4_149618343527214.xml,0
2017-05-25,2017,4,0001628280-17-005932,xslF345X03/wf-form4_149575149925731.xml,0
2017-05-25,2017,CERTNYS,9999999997-17-006550,9999999997-17-006550.paper,0
2017-05-24,2017,4,0001628280-17-005877,xslF345X03/wf-form4_149566510341688.xml,0
2017-05-24,2017,4,0001628280-17-005876,xslF345X03/wf-form4_149566503082937.xml,0
2017-05-24,2017,8-A12B,0001193125-17-181871,d375104d8a12b.htm,0
2017-05-24,2017,8-K,0001193125-17-181867,d583637d8k.htm,0
2017-05-18,2017,4,0001628280-17-005698,xslF345X03/wf-form4_149514661622011.xml,0
2017-05-18,2017,424B2,0001193125-17-175330,d394059d424b2.htm,0
2017-05-17,2017,FWP,0001193125-17-173678,d400069dfwp.htm,0
2017-05-17,2017,424B2,0001193125-17-172693,d394059d424b2.htm,0
2017-05-11,2017,4,0001628280-17-005434,xslF345X03/wf-form4_149454187969662.xml,0
2017-05-11,2017,4,0001628280-17-005433,xslF345X03/wf-form4_149454181720231.xml,0
2017-05-11,2017,8-K,0001193125-17-167400,d388721d8k.htm,0
2017-05-08,2017,4,0001628280-17-005184,xslF345X03/wf-form4_149428284856190.xml,0
2017-05-08,2017,4,0001628280-17-005183,xslF345X03/wf-form4_149428279147354.xml,0
2017-05-05,2017,424B2,0001193125-17-160948,d352568d424b2.htm,0
2017-05-05,2017,SD,0001193125-17-159397,d383904dsd.htm,0
2017-05-05,2017,FWP,0001193125-17-159324,d392409dfwp.htm,0
2017-05-04,2017,424B2,0001193125-17-157385,d352568d424b2.htm,0
2017-05-03,2017,4,0001628280-17-004826,xslF345X03/wf-form4_149385061401123.xml,0
2017-05-03,2017,10-Q,0001628280-17-004790,a10-qq22017412017.htm,0
2017-05-02,2017,8-K,0001628280-17-004663,a8-kq22017412017.htm,0
2017-04-21,2017,4,0001628280-17-004167,xslF345X03/wf-form4_149281382808641.xml,0
2017-04-18,2017,4,0001628280-17-003836,xslF345X03/wf-form4_149255474371079.xml,0
2017-04-18,2017,4,0001628280-17-003835,xslF345X03/wf-form4_149255469662391.xml,0
2017-04-18,2017,4,0001628280-17-003834,xslF345X03/wf-form4_149255466078682.xml,0
2017-04-07,2017,4,0001628280-17-003444,xslF345X03/wf-form4_149160425159023.xml,0
2017-04-07,2017,4,0001628280-17-003442,xslF345X03/wf-form4_149160418901921.xml,0
2017-04-04,2017,4,0001628280-17-003348,xslF345X03/wf-form4_149134536071696.xml,0
2017-04-04,2017,4,0001628280-17-003347,xslF345X03/wf-form4_149134530319074.xml,0
2017-04-04,2017,4,0001628280-17-003346,xslF345X03/wf-form4_149134525842641.xml,0
2017-04-04,2017,4,0001628280-17-003345,xslF345X03/wf-form4_149134521223893.xml,0
2017-04-04,2017,4,0001628280-17-003344,xslF345X03/wf-form4_149134516911399.xml,0
2017-04-04,2017,4,0001628280-17-003343,xslF345X03/wf-form4_149134512828053.xml,0
2017-04-04,2017,4,0001628280-17-003342,xslF345X03/wf-form4_149134507719548.xml,0
2017-04-04,2017,4,0001628280-17-003341,xslF345X03/wf-form4_149134503634309.xml,0
2017-03-17,2017,4,0001628280-17-002692,xslF345X03/wf-form4_148978992085921.xml,0
2017-03-07,2017,4,0001628280-17-002321,xslF345X03/wf-form4_148892944611903.xml,0
2017-03-03,2017,8-K,0001193125-17-069853,d348450d8k.htm,0
2017-03-02,2017,4,0001628280-17-002133,xslF345X03/wf-form4_148849782926375.xml,0
2017-03-02,2017,4,0001628280-17-002132,xslF345X03/wf-form4_148849778342702.xml,0
2017-03-02,2017,4,0001628280-17-002131,xslF345X03/wf-form4_148849773387621.xml,0
2017-03-02,2017,4,0001628280-17-002130,xslF345X03/wf-form4_148849768695204.xml,0
2017-03-02,2017,4,0001628280-17-002129,xslF345X03/wf-form4_148849763661980.xml,0
2017-03-02,2017,4,0001628280-17-002128,xslF345X03/wf-form4_148849757720861.xml,0
2017-03-02,2017,4,0001628280-17-002127,xslF345X03/wf-form4_148849751248265.xml,0
2017-03-01,2017,8-K,0001193125-17-064019,d342218d8k.htm,0
2017-02-24,2017,4,0001628280-17-001737,xslF345X03/wf-form4_148797902641007.xml,0
2017-02-22,2017,4,0001628280-17-001593,xslF345X03/wf-form4_148780632402345.xml,0
2017-02-17,2017,4,0001628280-17-001484,xslF345X03/wf-form4_148737426278716.xml,0
2017-02-17,2017,4,0001628280-17-001483,xslF345X03/wf-form4_148737420989249.xml,0
2017-02-15,2017,424B2,0001193125-17-044564,d338508d424b2.htm,0
2017-02-14,2017,FWP,0001193125-17-042083,d296425dfwp.htm,0
2017-02-14,2017,424B2,0001193125-17-041233,d338508d424b2.htm,0
2017-02-09,2017,8-K,0001193125-17-036283,d340350d8k.htm,0
2017-02-09,2017,SC 13G/A,0000932471-17-000777,appleinc.htm,0
2017-02-07,2017,4,0001628280-17-000963,xslF345X03/wf-form4_148651023069911.xml,0
2017-02-03,2017,4,0001628280-17-000897,xslF345X03/wf-form4_148616505664998.xml,0
2017-02-03,2017,4,0001628280-17-000896,xslF345X03/wf-form4_148616501402002.xml,0
2017-02-03,2017,4,0001628280-17-000895,xslF345X03/wf-form4_148616497785486.xml,0
2017-02-03,2017,4,0001628280-17-000894,xslF345X03/wf-form4_148616494297095.xml,0
2017-02-03,2017,4,0001628280-17-000893,xslF345X03/wf-form4_148616490596418.xml,0
2017-02-03,2017,4,0001628280-17-000892,xslF345X03/wf-form4_148616484604533.xml,0
2017-02-03,2017,4,0001628280-17-000891,xslF345X03/wf-form4_148616480910570.xml,0
2017-02-03,2017,4,0001628280-17-000890,xslF345X03/wf-form4_148616477031538.xml,0
2017-02-03,2017,4,0001628280-17-000889,xslF345X03/wf-form4_148616472318268.xml,0
2017-02-03,2017,4,0001628280-17-000888,xslF345X03/wf-form4_148616468196194.xml,0
2017-02-03,2017,424B2,0001193125-17-030832,d293866d424b2.htm,0
2017-02-03,2017,FWP,0001193125-17-029548,d264957dfwp.htm,0
2017-02-02,2017,424B2,0001193125-17-028315,d293866d424b2.htm,0
2017-02-01,2017,4,0001628280-17-000744,xslF345X03/wf-form4_148599186687884.xml,0
2017-02-01,2017,10-Q,0001628280-17-000717,a10-qq1201712312016.htm,0
2017-01-31,2017,8-K,0001628280-17-000663,a8-kq1201712312016.htm,0
2017-01-31,2017,PX14A6G,0001214659-17-000547,l130173px14a6g.htm,0
